"run" "sentID" "word" "fixdur"
1 1 1 135.979537783488
1 1 2 270.783435289545
1 1 3 227.038318868488
1 1 7 622.778143146028
1 1 4 245.686811615839
1 1 9 228.893526085353
1 1 11 306.712773061948
1 2 1 386.551994478108
1 2 3 305.722780658032
1 2 4 201.840316346549
1 2 5 159.004419675944
1 2 9 352.453486156386
1 2 8 155.53770446827
1 2 6 137.70829972
1 2 10 266.573916506563
1 3 1 178.479993808421
1 3 2 223.661560347978
1 3 4 359.059170664308
1 3 6 380.396210350689
1 3 8 148.268404636611
1 3 9 168.799810818242
1 3 10 159.445163405753
1 4 1 238.042814303778
1 4 2 130.343681175963
1 4 4 173.174636369238
1 4 5 387.43828417516
1 4 3 140.888417821116
1 4 6 101.235010934389
1 4 7 166.467879072297
1 4 8 203.192405828699
1 5 1 329.40578158404
1 5 3 369.250876165039
1 5 4 147.294151472249
1 5 5 198.227289816537
1 5 7 263.942531595468
1 6 1 215.491235961028
1 6 2 144.145663314048
1 6 3 200.972773610313
1 6 5 106.279306432377
1 6 6 259.587153755463
1 6 4 246.992254510521
1 6 7 306.09864464189
1 6 8 191.185586222179
1 6 6 84.6866439860238
1 6 9 329.968694780296
1 7 1 181.44861500421
1 7 2 238.058635902525
1 7 3 128.298418813581
1 7 4 230.061473345604
1 7 5 377.919600335702
1 7 6 192.305611512079
1 7 7 154.001403220455
1 7 1 123.102067716464
1 7 9 241.826220303248
1 7 10 124.591305023834
1 8 1 294.973731977802
1 8 8 285.262332453868
1 8 3 274.530006350602
1 8 9 601.837588993978
1 8 9 169.715897796784
1 8 4 376.177451389873
1 8 11 363.971739515903
1 9 1 179.163225439118
1 9 2 291.190582675009
1 9 4 382.65741216416
1 9 6 215.696989125162
1 9 7 300.77832738494
1 10 1 182.418041783728
1 10 2 114.680604669718
1 10 3 156.168845105242
1 10 4 251.335466150547
1 10 5 217.755543477113
1 10 6 145.28099101683
1 10 7 222.688610995376
1 10 8 239.255576606657
1 10 9 91.0404054662867
1 10 10 162.366962520035
1 11 1 132.977896649585
1 11 2 166.659054105617
1 11 3 132.886420150137
1 11 5 259.911544912321
1 11 7 444.620935324246
1 11 8 214.943010441471
1 11 9 212.813066014232
1 12 1 174.68978272227
1 12 2 178.211622924334
1 12 3 275.364815019268
1 12 4 344.346716482765
1 12 5 129.441290770949
1 12 6 187.447931694585
1 12 7 240.121068679429
1 12 8 285.363511003564
1 13 1 319.185918519156
1 13 2 293.243238703965
1 13 3 132.653060692303
1 13 4 317.601384974923
1 13 5 223.801801016448
1 13 3 111.476462916615
1 13 6 186.908459731779
1 13 7 165.443403335504
1 13 8 274.770555114004
1 14 1 120.394275065318
1 14 2 182.960973207248
1 14 3 247.330707493383
1 14 4 175.517535407892
1 14 5 150.507529990878
1 14 6 175.415382736816
1 14 8 294.410422784732
1 15 1 226.514192708874
1 15 2 279.838538373401
1 15 3 221.743701396705
1 15 9 482.811655369337
1 16 1 231.982467087011
1 16 2 195.310525275558
1 16 3 292.220703681907
1 16 5 272.579979874661
1 16 6 232.01130420717
1 17 1 257.966215244787
1 17 2 148.35645663795
1 17 3 108.903964662989
1 17 4 275.349840886714
1 17 6 225.8494397154
1 17 8 198.674011207586
1 17 9 382.195975938592
1 18 1 230.804759215584
1 18 3 226.466350798086
1 18 4 143.896009535118
1 18 5 106.101603093512
1 18 6 305.799259320975
1 18 7 199.192329222951
1 18 8 215.989616012632
1 18 10 218.493728169811
1 19 1 214.314790346215
1 19 2 115.650125049545
1 19 4 201.610673731765
1 19 3 282.717913860655
1 19 5 262.161733187166
1 19 6 173.077784670512
1 19 7 203.125031389714
1 19 8 208.230233007233
1 19 8 209.291092591348
1 19 10 240.001164543942
1 19 11 319.519272609262
1 20 1 234.541159734357
1 20 2 159.394269597694
1 20 3 182.867966654632
1 20 4 181.108537255367
1 20 5 290.435548314459
1 20 6 206.849976368644
1 20 8 296.330876286307
1 20 9 116.775987611988
1 20 10 220.380143945785
1 21 1 232.664068345135
1 21 2 320.472875993402
1 21 4 105.255687887549
1 21 10 195.376225476032
1 22 1 171.240061386124
1 22 2 389.458937854796
1 22 3 165.181641695516
1 22 4 251.747980652538
1 22 5 326.726189349058
1 22 6 266.909143582492
1 22 7 249.991732034477
1 23 1 211.466856706173
1 23 3 428.189583652946
1 23 3 175.758195532986
1 23 4 187.164083046111
1 23 5 288.574931461217
1 23 6 272.980358948638
1 23 7 189.09924613625
1 24 1 141.476357662702
1 24 2 234.828088747527
1 24 10 187.316084423444
1 25 1 252.01355100872
1 25 3 157.141368847722
1 25 4 213.859872357393
1 25 5 215.251421098337
1 25 6 180.644276278296
1 25 2 148.185303156991
1 25 7 338.977323938626
1 25 8 175.235457074291
1 26 1 212.559488580521
1 26 2 273.20091133547
1 26 3 146.015008463882
1 26 4 255.941242173115
1 26 5 107.663976106858
1 26 6 236.354125765874
1 26 7 177.492760034386
1 27 1 146.026576497206
1 27 2 221.544408058179
1 27 3 191.081066307282
1 27 4 239.206394706787
1 27 6 279.194116131426
1 27 7 118.776361335448
1 28 1 214.981023251548
1 28 2 123.915823850322
1 28 3 263.742217346335
1 28 4 338.374722654431
1 28 5 202.269374410621
1 28 1 137.702518340377
1 28 7 214.489248739292
1 28 8 191.944821934182
1 28 9 107.221223099889
1 28 10 300.1949010936
1 29 1 145.265573951126
1 29 2 83.0930369135381
1 29 2 122.97233271356
1 29 3 176.481047853631
1 29 5 358.946552776921
1 29 7 178.735520957634
1 29 8 303.86805144523
1 30 1 420.595935202639
1 30 3 202.708504313027
1 30 4 111.568261048819
1 30 5 194.243129265974
1 30 6 124.941988775518
1 30 7 150.680734241544
1 31 1 311.354868181988
1 31 2 267.783511322086
1 31 3 232.16007411453
1 31 4 306.667050904938
1 31 5 240.162749961386
1 31 5 191.815690674544
1 31 7 256.940514768699
1 31 8 116.15966419896
1 31 2 97.635147929214
1 31 9 149.735741104575
1 32 1 351.69641347878
1 32 3 410.564631291755
1 32 5 254.359443448567
1 32 7 97.8450386848692
1 32 8 485.584765402932
1 33 1 228.602210994837
1 33 2 298.312289823778
1 33 2 149.923590130033
1 33 4 262.69292549575
1 33 5 118.449733352829
1 33 6 227.229270609357
1 33 7 183.902967125627
1 34 1 223.559643430283
1 34 2 320.907220554885
1 34 5 358.725048127918
1 34 3 202.44105193193
1 34 7 249.386744770477
1 34 8 202.52500390043
1 35 1 226.7554239586
1 35 3 358.071160201264
1 35 2 201.264613253257
1 35 4 179.290052041138
1 35 4 184.636168364609
1 35 6 193.7292854754
1 36 1 153.007183422696
1 36 2 220.588166632336
1 36 4 321.791860634101
1 36 5 297.449627159582
1 36 3 144.369481391289
1 36 7 293.710420428618
1 36 6 221.062843465342
1 36 8 185.152204851054
1 37 1 221.65516590138
1 37 2 190.796023981335
1 37 3 209.93302203619
1 37 4 191.927853742441
1 37 5 137.513977056854
1 37 6 236.829502859734
1 37 7 110.601848454571
1 37 8 214.049680032863
1 38 1 279.280161611108
1 38 2 133.168834389614
1 38 4 331.457466258686
1 38 3 90.0135505860382
1 38 5 204.996498761086
1 38 6 206.123959705443
1 38 7 307.279958298865
1 38 9 384.617348691571
1 39 1 242.651281909975
1 39 2 155.968397052438
1 39 4 101.128422661377
1 39 3 213.198085641624
1 39 6 285.274078545212
1 39 5 184.383378082819
1 39 4 94.1767823910581
1 39 7 161.509983951616
1 39 9 407.182579938374
1 40 1 120.700185109276
1 40 1 133.103997991109
1 40 3 328.808332855794
1 40 4 71.5688398098936
1 40 6 136.457984901499
1 40 4 306.853718563113
1 40 5 197.305667744309
1 40 7 98.1089627778937
1 40 8 154.932232789034
1 40 9 182.864750773796
1 40 10 156.248031970654
1 40 11 251.335055290722
