"run" "sentID" "word" "fixdur"
1 1 1 156.117996902571
1 1 2 17.5729473181124
1 1 2 2.29459183015724
1 1 2 2.11930591201219
1 1 2 1.76476391159195
1 1 2 2.93783541867323
1 1 3 96.3093983388645
1 1 4 263.305769437875
1 1 2 1.95900308786149
1 1 3 74.0884013071472
1 1 2 1.16669693056196
1 1 2 2.02071435165067
1 1 5 61.5058042811005
1 1 6 140.529809419062
1 1 10 425.18433146378
1 1 11 243.853365600102
1 2 1 195.238622731675
1 2 10 113.74080194915
1 3 1 237.110622666383
1 3 2 1.27782785970751
1 3 3 190.376654403499
1 3 4 108.069661674021
1 3 5 105.466711399108
1 3 2 1.47824578311757
1 3 2 1.65466020892661
1 3 2 1.52299888021055
1 3 6 147.162145481207
1 3 2 1.50106852804299
1 3 2 2.51306306908799
1 3 8 127.246007069625
1 3 7 76.8889201420604
1 3 2 1.40824016944571
1 3 2 4.197171284125
1 3 9 158.91774467162
1 3 10 91.3898807679804
1 4 1 224.443158230644
1 4 2 2.58528990111589
1 4 2 1.55014755731542
1 4 2 3.31229811658199
1 4 2 1.15724138122612
1 4 2 1.91176345301577
1 4 2 1.55819489790938
1 4 2 1.49347609312051
1 4 8 213.721074260128
1 5 1 167.029681508847
1 5 2 56.490730367454
1 5 3 246.915434061885
1 5 2 57.4320086465092
1 5 5 261.745257463331
1 5 7 326.498203708872
1 6 1 165.362652272156
1 6 2 1.40699050769529
1 6 2 1.57842110678977
1 6 1 181.288897231873
1 6 2 3.0530649543514
1 6 3 183.20237156683
1 6 3 130.466067257748
1 6 4 32.4491817071172
1 6 2 3.48092814704666
1 6 4 76.409629383957
1 6 2 1.09993468164564
1 6 2 2.11814911274053
1 6 2 1.48647739009208
1 6 5 32.7603121604874
1 6 5 46.2925336763646
1 6 6 22.3923822905461
1 6 6 51.2093781729193
1 6 6 65.399214143856
1 6 7 194.527996108483
1 6 2 1.33564739240413
1 6 9 195.85937703484
1 7 1 275.223735566987
1 7 2 1.96842591719472
1 7 2 2.35746669353035
1 7 2 2.99213567729694
1 7 2 0.993349471781783
1 7 2 1.5726297234118
1 7 1 102.3885843833
1 7 2 1.37580230738273
1 7 2 1.94822806680269
1 7 2 1.35107849282195
1 7 3 195.697255703921
1 7 5 149.629976695897
1 7 6 85.3480621124099
1 7 6 99.4010991402822
1 7 2 1.62321487534953
1 7 7 123.759880980375
1 7 8 293.455754830842
1 7 1 135.972024964616
1 7 4 5.58902605641224
1 7 9 42.7779730520597
1 7 10 17.9149192702681
1 8 1 278.18107358254
1 8 10 170.481823445062
1 8 2 3.76690200784259
1 8 9 154.681251403533
1 8 11 229.401607029094
1 9 1 230.875037790407
1 9 4 224.692210473098
1 9 3 169.845966289927
1 9 2 1.7141932996893
1 9 2 1.8432154357039
1 9 2 1.03437036181363
1 9 2 1.50633011171462
1 9 6 208.515568101449
1 9 3 103.583731477176
1 9 2 1.53139608803407
1 9 2 2.19947028675226
1 9 7 85.9835010342594
1 10 1 206.847335307361
1 10 2 2.44922449041634
1 10 2 2.07004345091389
1 10 2 1.26274353632776
1 10 3 31.895916020826
1 10 4 84.7346176317227
1 10 5 318.847160593349
1 10 6 154.551032164998
1 10 3 47.5865924512758
1 10 10 311.893483350764
1 11 1 210.458266760133
1 11 2 1.03580528793096
1 11 2 2.3610340594336
1 11 2 3.68105929757429
1 11 2 2.06780546556501
1 11 2 1.42463656815733
1 11 2 2.67832008467029
1 11 2 2.22991148276414
1 11 3 118.564686303278
1 11 1 131.767628200829
1 11 2 1.69737176149953
1 11 2 1.4329456504835
1 11 2 1.71594932959788
1 11 4 202.017396367262
1 11 5 124.113334680591
1 11 6 66.5907327645706
1 11 6 133.264870545319
1 11 7 109.154614575774
1 11 8 142.590055061124
1 11 2 1.96309624638201
1 11 2 2.03835548903004
1 11 9 137.301113289723
1 12 1 228.651354614689
1 12 3 167.169111350677
1 12 2 2.02921548472483
1 12 2 1.31888340180506
1 12 2 1.77561450225886
1 12 2 1.84929270284471
1 12 4 95.1121105445375
1 12 4 127.963120994436
1 12 5 102.991977295369
1 12 2 2.31082733284517
1 12 6 104.880584226079
1 12 2 1.50578641093869
1 12 2 1.11709800648899
1 12 2 1.77939415068639
1 12 8 120.604200488116
1 13 1 276.173525387849
1 13 3 97.1516994002591
1 13 3 39.2325450105516
1 13 3 15.2876111716836
1 13 5 224.021442444435
1 13 4 118.761433797322
1 13 6 38.6769993632096
1 13 7 69.8699692254819
1 13 7 73.3111591015416
1 13 8 137.8004786366
1 14 1 190.855696334538
1 14 3 94.1419306046768
1 14 3 193.456365369984
1 14 4 128.191639598466
1 14 2 1.37207426103869
1 14 2 0.85726195969111
1 14 2 2.32252416794215
1 14 5 263.582860525949
1 14 6 154.264853591529
1 14 2 1.61281876458567
1 14 2 2.74238188146583
1 14 2 1.56920931294814
1 14 8 242.630797624481
1 15 1 303.41168174933
1 15 2 2.3683227794432
1 15 3 101.406675518231
1 15 6 313.199185209792
1 15 5 365.441560242199
1 15 6 343.192801949485
1 15 4 89.1287827395774
1 15 8 232.44954962885
1 15 3 24.8187797133196
1 15 3 3.41707472015272
1 15 3 3.41395516536054
1 15 9 66.9703162954892
1 16 1 107.83392697131
1 16 2 34.3874933125441
1 16 5 198.350838815526
1 16 2 11.3766566882282
1 16 3 141.471587886381
1 16 6 220.293901125725
1 17 1 144.405829126513
1 17 2 18.635603125347
1 17 1 205.247924637364
1 17 2 3.92122375468284
1 17 2 2.06029165384385
1 17 2 1.66073571812053
1 17 2 2.09914365645468
1 17 4 203.532411045668
1 17 3 200.343747946946
1 17 2 2.39344711121706
1 17 2 1.49042594170123
1 17 5 48.4100185135967
1 17 6 163.660845154898
1 17 7 20.1425634914222
1 17 7 30.7159497230586
1 17 8 28.481575396475
1 17 8 53.0746984733396
1 17 2 2.15897015562268
1 17 2 1.83798880782072
1 17 8 16.9231660771033
1 17 9 287.44398910605
1 18 1 130.501940842552
1 18 3 105.114852574688
1 18 3 114.977064856617
1 18 2 1.19861814163013
1 18 4 106.155061272249
1 18 2 1.23256139265378
1 18 2 1.89620507374945
1 18 5 139.082172541999
1 18 6 145.594100908365
1 18 2 2.64406717587713
1 18 7 95.6058173418906
